id,title,description,video_url,video_id,infographic_url,infographic_description,thumbnail_url,transcript,url,path
17dbe0ce-9f3a-4d43-9cf7-9cd2ab4e6df0,Baby Teething,Learn tips for when your baby begins teething.,https://youtu.be/v7LtnficDTA,v7LtnficDTA,https://oliviahealth.org/wp-content/uploads/2023/04/BabyTeethingInfographic_BB-1.png,"In this infographic, learn about baby teething.",https://oliviahealth.org/wp-content/uploads/2023/04/baby-teething-v.png,Baby teething what is teething teething is when a baby is first getting their teeth and they are coming through their gums it can be a hard painful time for baby which can make it a hard time for their parents as well let's talk about what to expect so you can be best prepared to help your baby when will it start you will most likely see their teeth poking through their gums at about four to seven months of age the first ones to appear will likely be the bottom two front teeth followed by the Upper Front Teeth the molars will be the last to appear and your child should have all of their teeth by the time they are three years old signs of teething drooling more wanting to chew on things being irritated or cranky crying and sleep and eating is disrupted some babies have no pain when teething they should not have a fever or diarrhea so if this occurs contact your doctor how to make it easier for baby rub their gums with a clean finger give them something safe to chew on like a teething ring ask your doctor about baby pain medications and do not rub alcohol on their gums how to care for their teeth daily Dental Care brush gently with an infant toothbrush and a tiny amount of toothpaste brush their teeth twice a day once all their teeth are in include flossing into their routine don't let your baby fall asleep with a bottle in their mouth and see a dentist at age one.,https://oliviahealth.org/2023/04/13/baby-teething-2/,quick_tips/17dbe0ce-9f3a-4d43-9cf7-9cd2ab4e6df0-BabyTeethingInfographic_BB-1.png
dc6622f5-dec9-4a2b-91f2-bcbdd3c995db,Bathing Your Baby,Learn about common concerns when bathing your baby.,https://youtu.be/SXKKkaVp8yA,SXKKkaVp8yA,https://oliviahealth.org/wp-content/uploads/2023/04/BathingYourBabyInfographic_BB-1.png,"In this infographic, learn about bathing your baby.",https://oliviahealth.org/wp-content/uploads/2023/04/bathing-v.png,Bathing your baby with a new baby comes anxiety about many things bathing may seem so natural to you yet once you have a newborn you might not know where to begin here are some commonly asked questions about bathing your baby when should my baby have their first bath it is recommended that you wait 24 hours after the baby's birth to give them their first bath this is done to prevent hypothermia and a sudden drop in blood sugar that can come with the stress of a bath it can also disrupt skin to skin bonding finally babies have a waxy substance on their body called burnix that acts as a natural moisturizer it would be ideal to not wash this away prematurely so the baby's skin doesn't dry out how often should my baby be bathed newborn babies don't really get dirty so they shouldn't require a bath every day giving them a bath too often could dry out their skin bathing your baby three times a week should be enough how to give a sponge bath a sponge bath should be used until the stump of the umbilical cord falls off about two weeks after birth you'll need a basin of water a washcloth and a towel lay your baby on a comfortable surface start by washing their face and continue on to the rest of their body ending with their bottom make sure to keep your baby warm throughout the bath and dry them off well when can I give my baby a regular bath once their umbilical area is healed you can start giving them a regular bath be very gentle and work as quickly and safely as possible you can use an infant tub or a sink always check the water temperature and make sure it's warm not hot never leave them alone and try having one hand on them at all times to ensure that they are safe moments like bathing your baby are very special try to enjoy it and don't stress about it too much just remember all the basics thank you.,https://oliviahealth.org/2023/04/13/bathing-your-baby-2/,quick_tips/dc6622f5-dec9-4a2b-91f2-bcbdd3c995db-BathingYourBabyInfographic_BB-1.png
c81eaa1f-2cfe-4b45-9c13-dc9b49170d59,Can You Get Pregnant on Your Period,Learn about how pregnancy relates to your period.,https://youtu.be/qHNWeQvuKPk,qHNWeQvuKPk,https://oliviahealth.org/wp-content/uploads/2023/04/CanYouGetPregnantOnYourPeriodInfographic_BB-1.png,"In this infographic, learn about getting pregnant on your period.",https://oliviahealth.org/wp-content/uploads/2023/04/can-you-get-pregnant-on-your-period-v.png,Can you get pregnant on your period it is not likely that you will get pregnant if you have sex while on your period this is because ovulation which is the time that a woman is most likely to conceive is several days after your period this applies to women who have the typical 28 to 30 day cycle the exception is women who have a shorter cycle around 21 to 24 days these women can ovulate soon after their period And since sperm can live inside you for up to five days there is a chance that you could become pregnant what about right after your period right after your period you are approaching your fertility window again sperm can live up to five days inside a human body if you have sex right before your period there is a chance that you could become pregnant your chances of conceiving increases with every day after your period has ended what about right before your period the chance of getting pregnant right before your period is very low if you have a normal cycle you will likely ovulate sometime between day 11 and day 21. an egg is only available for 12 to 24 hours to be fertilized this means that the days right before your period are the safest time to have sex without getting pregnant women's ovulation Cycles vary so chances can be different for everyone if you are trying to conceive the best chances are in the later days of your cycle if you are not trying to conceive the earlier days are safer but you should also use another form of birth control like condoms or a pill.,https://oliviahealth.org/2023/04/13/can-you-get-pregnant-on-your-period-2/,quick_tips/c81eaa1f-2cfe-4b45-9c13-dc9b49170d59-CanYouGetPregnantOnYourPeriodInfographic_BB-1.png
edce75e7-fd01-45c1-9e51-ea47eef9fff0,Pregnancy Weight Fluctuations,Learn about how much weight gain can be too much during pregnancy.,https://youtu.be/xdZqGsdbTpw,xdZqGsdbTpw,https://oliviahealth.org/wp-content/uploads/2023/04/How-much-weight-gain-is-too-much-infographic_NC-1.png,"In this infographic, learn about pregnancy weight fluctuations.",https://oliviahealth.org/wp-content/uploads/2023/04/pregnancy-weight-gain-v.png,During pregnancy how much weight gain is too much if your BMI is considered normal which is between 18.5 and 24.9 the recommendation is to gain between 25 and 35 pounds gain a little more if you're underweight and a little less if you're overweight here are a few tips in order to get your weight back on track if you are over the recommendation don't dye it your baby needs the nutrients so now is not the time to diet in order to lose weight Instead try cutting out empty calories some examples would be substituting one or two percent milk instead of whole milk fresh fruit over dried fruit grilled chicken over fried chicken baked potatoes over french fries remember that you still need the calories these are just ideas of smart substitutions try getting active 30 minutes of exercise a day is recommended try incorporating exercise into your daily routine such as adding extra steps in your walk from your car to the store try to stop late night snacking eat smaller meals more frequently throughout the day and if you are going to eat snacks in the evening try to keep them light and nutritious what are some of the risks of gaining too much weight ultrasound results can be less accurate you can also experience increased blood pressure and increase discomfort you can experience preeclampsia or gestational diabetes or you could have preterm Labor or a larger baby during birth remember it is possible to control weight gain by talking to your doctor and using their help to modify your diet and add exercise into your daily routine.,https://oliviahealth.org/2023/04/13/pregnancy-weight-fluctuations-2/,quick_tips/edce75e7-fd01-45c1-9e51-ea47eef9fff0-How-much-weight-gain-is-too-much-infographic_NC-1.png
18660dea-44ca-4209-8229-70945b79df25,In Vitro Fertilization (IVF),Learn about In Vitro Fertilization as an option for pregnancy.,https://youtu.be/H7w787feKnY,H7w787feKnY,https://oliviahealth.org/wp-content/uploads/2023/04/In-Vitro-Fertilization-IVF-infographic_NC.png,"In this infographic, learn about in vitro fertilization (IVF).",https://oliviahealth.org/wp-content/uploads/2023/04/ivf-v.png,Understanding in vitro fertilization if you've been struggling with infertility IVF may be another option for you how does it work during IVF eggs are fertilized by sperm outside of the body the fertilized eggs are then moved into the uterus and if one implants it will result in a pregnancy one cycle typically takes two weeks however you may need more than one cycle there are quite a few steps in the IVF process here is what you can expect some women may need to start with ovulation suppression by taking birth control it can suppress natural hormones to ensure IVF occurs at the right time the next step is hormone injections in order to stimulate the ovaries throughout this period you will need to monitor your hormone levels through regular blood tests and ultrasounds to determine how effective the injections are after 8 to 14 days you will then receive a trigger shot in order to help the eggs mature and to trigger ovulation the eggs will then be ready for retrieval 36 hours after the trigger shot the doctor will retrieve them transvaginally and it'll be done under IV sedation ensure someone can drive you back home after the procedure and be prepared to relax for the rest of the day the sperm are retrieved on the same day through either a sample previously frozen one or a donor sperm the next step is fertilization the eggs and sperm are fertilized in the lab and checked 12 to 14 hours later to see if it worked the embryos are monitored for the next few days and are genetically tested you will then be started on a progesterone boost in order to prepare your uterine lining for the embryo implantation the medication is continued through the first eight to ten weeks of pregnancy three to five days after the egg fertilization the embryo transfer occurs and the doctor will place the embryos in your uterus you are awake for the procedure and can oftentimes watch on an ultrasound monitor the last step would be getting a positive pregnancy test you will have a blood test two weeks after to determine if the IVF was successful how much does IVF cost a single cycle can be twelve thousand dollars there are additional costs for medication and other add-ons though which totals to fifteen thousand and twenty five thousand somewhere in between there it oftentimes takes more than one cycle so keep that in mind when determining the overall cost does insurance cover IVF 16 States currently mandate insurance coverage for infertility related treatments but many companies are starting to offer coverage or partial coverage for these treatments as well talk to your insurance company or employer to determine if it applies for you overall more than 270 000 IVF Cycles are done every year in the US and this results in over 74 000 babies being born so talk to your healthcare provider to determine if IVF is an option for you as well.,https://oliviahealth.org/2023/04/13/in-vitro-fertilization-ivf-2/,quick_tips/18660dea-44ca-4209-8229-70945b79df25-In-Vitro-Fertilization-IVF-infographic_NC.png
4012c1f6-8d54-4a10-a6f3-38debcef948a,Risk Factors for Infertility,Learn about some risk factors for infertility.,https://youtu.be/7648aV9f2eE,7648aV9f2eE,https://oliviahealth.org/wp-content/uploads/2023/04/Infertility-infographic_NC.png,"In this infographic, learn about infertility.",https://oliviahealth.org/wp-content/uploads/2023/04/infertility-v.png,Infertility what does it mean infertility is a disease characterized by the failure to establish a clinical pregnancy after 12 months of regular unprotected sexual intercourse or due to an impairment of a person's capacity to reproduce either as an individual or with his or her partner one of the first steps you can take is to consider talking to your health care provider about the possibility of infertility if you have Painful periods ovulation that can't be tracked more than one miscarriage history of STDs or an abnormal BMI you can start by researching fertility specialists near you being aware of some of the risk factors can allow you to make changes if needed here are a few of the ones that affect women overall health factors such as having too much or too little body fat chronic diseases such as diabetes lupus arthritis hyper or hypothyroidism hypertension or asthma abnormal pap smears hormone imbalances multiple miscarriages alcohol consumption or smoking as age increases risk for infertility increases as well talk to your health care provider if you are over 30 and have been trying to conceive for over six months STDs are another risk factor some of the following tips can help prevent them use latex condoms screen 4 and treat infections early and be aware that some STDs are asymptomatic fallopian tube diseases and endometriosis also affect fertility early detection is vital it runs in families so be sure to let your doctor know if there's any family history of these diseases depression and stress or other emotional factors can also impact your hormones and therefore your ability to conceive approximately 44 of women with infertility have sought medical assistance and of those who seek medical intervention approximately 65 percent give birth so reach out to your health care provider or fertility specialist if you think you may be having fertility struggles.,https://oliviahealth.org/2023/04/13/infertility/,quick_tips/4012c1f6-8d54-4a10-a6f3-38debcef948a-Infertility-infographic_NC.png
3428ccc4-5a5f-4862-9e45-44258fee46f6,Insulin Use During Pregnancy,Learn about how to use insulin for diabetes during pregnancy.,https://youtu.be/0wqBKDBH_KU,0wqBKDBH_KU,https://oliviahealth.org/wp-content/uploads/2023/04/Insulin-use-in-pregnancy-infographic_NC-1-1.png,"In this infographic, learn about insulin use during pregnancy.",https://oliviahealth.org/wp-content/uploads/2023/04/insulin-v.png,Insulin during pregnancy there are three types of diabetes type 1 diabetes is where your body doesn't make insulin type 2 is where your body makes insulin but you become resistant to it and in gestational diabetes your body becomes resistant to insulin and this occurs specifically during pregnancy insulin may be necessary to treat gestational diabetes if you have gestational diabetes you will need to learn how to check and monitor your blood sugar regularly here are the steps to give yourself an insulin injection first clean the site with alcohol or with soap and water then push the needle at a 90 degree angle into the site ensure the needle is all the way in then push the plunger down at a steady rate and pull the needle out during pregnancy your abdomen is the best spot to inject insulin the insulin gets into the bloodstream faster at this site be sure to make the injection two inches away from the belly button your arms and legs can be used as well if you can't use your abdomen the injection just needs to go into fatty tissue so you can inject it into the fleshy outer surface of your arm or into the top outer part of your leg just not the inner thigh know the signs of hypoglycemia your blood sugar is too low if it's under 60. symptoms include shaky sweating headache confused or blurry vision if your blood sugar is under 60 eat or drink 15 grams of carbohydrates some ideas can be fruit juice soda as long as it's not diet skim milk honey or four glucose tablets be sure to talk to your health care provider if you have questions or concerns related to your blood sugar.,https://oliviahealth.org/2023/04/13/insulin-use-during-pregnancy/,quick_tips/3428ccc4-5a5f-4862-9e45-44258fee46f6-Insulin-use-in-pregnancy-infographic_NC-1-1.png
f7f89b49-c1fa-4f84-a32f-ea4436212a12,Stretch Marks During Pregnancy,Learn about factors that effect stretch marks during pregnancy.,https://youtu.be/7wGrL81Tn5o,7wGrL81Tn5o,https://oliviahealth.org/wp-content/uploads/2023/04/Stretch-marks-infographic_NC.png,"In this infographic, learn about stretch marks during pregnancy.",https://oliviahealth.org/wp-content/uploads/2023/04/stretch-marks-v.png,Understanding stretch marks what are stretch marks during pregnancy hormones can make the elastic fibers weaker leading them to snap as your belly grows factors that affect stretch marks can be hereditary or genetics or the rate at which your belly is growing when do they appear typically around the second trimester but again depends on how much weight you gain and how fast you gain what are some ways to prevent them you can try rubbing natural oils such as coconut oil or almond oil which will help moisturize your skin [Music] you should also drink lots of water as staying hydrated helps keep the elastic fibers flexible be careful with skin care products though and avoid essential oils or products that may irritate your skin or cause contractions do stretch marks go away the redness will fade after delivery and the marks themselves can also become less noticeable over time they can be a beautiful reminder of your body's amazing accomplishments talk to your doctor if you want more options to minimize them though.,https://oliviahealth.org/2023/04/13/stretch-marks-during-pregnancy/,quick_tips/f7f89b49-c1fa-4f84-a32f-ea4436212a12-Stretch-marks-infographic_NC.png
03952430-caa1-4fef-9dd4-0b48c99e9e3b,Vaginal Discharge,Learn about different types of discharge and what they mean.,https://youtu.be/IUsR545OmAk,IUsR545OmAk,https://oliviahealth.org/wp-content/uploads/2023/04/TypesOfDischargeInfographic_BB-1.png,"In this infographic, learn about vaginal discharge.",https://oliviahealth.org/wp-content/uploads/2023/04/discharge-v.png,Vaginal discharge what the different types mean vaginal discharge is normal and can change throughout the menstrual cycle normal discharge is about a teaspoon per day that is white or transparent and odorless it can change depending on ovulation menstrual flow sexual activity and birth control before ovulation your body produces much more mucus than other times it is usually watery and stretchy during this time let's take a look at the different types of discharge and what they mean white discharge thick white discharge is common at the beginning and end of your cycle there should not be any type of itching if there is this could mean that you have a yeast infection and you should contact your provider clear discharge if it is stretchy this is known as fertile mucus and you are ovulating if it's watery this occurs normally at different times in the cycle this type of discharge might be especially Heavy after exercising yellow and green discharge May mean that there is an infection it may also have an irregular odor or a cottage cheese texture like thick and clumpy brown discharge you may experience brown discharge right after you end your period this is just your body cleaning itself out the brown color comes from the old blood mixing with your normal discharge spotting spotting is the presence of a small amount of light pink red or brown discharge this can occur when ovulating or maybe an early sign of pregnancy if you have spotting at the time when you are supposed to have your period you may want to take a pregnancy test when should you be concerned discharge can depend on your sexual partners birth control used and if abuse is involved see your provider if you have discharged that is yellow green clumpy or has a foul odor if you are having itching or Burning Sensations discomfort or rash or any sores associated with abnormal discharge see your doctor.,https://oliviahealth.org/2023/04/13/vaginal-discharge-2/,quick_tips/03952430-caa1-4fef-9dd4-0b48c99e9e3b-TypesOfDischargeInfographic_BB-1.png
00ca5072-032b-4b1b-8117-789679c88bef,What Your Cramps Could Mean,Learn about what your cramps could mean other than your period.,https://youtu.be/TPa2HtWIDu4,TPa2HtWIDu4,https://oliviahealth.org/wp-content/uploads/2023/04/WhatYourCrampsCouldMeanInfographic_BB-2.png,"In this infographic, learn about what your cramps could mean.",https://oliviahealth.org/wp-content/uploads/2023/04/cramps-v.png,"",https://oliviahealth.org/2023/04/13/what-your-cramps-could-mean/,quick_tips/00ca5072-032b-4b1b-8117-789679c88bef-WhatYourCrampsCouldMeanInfographic_BB-2.png
4c78a0a8-9540-443e-bed4-ddd589a8b282,Tips for Getting Pregnant Faster,Learn different ways to get pregnant faster.,https://youtu.be/YNPc_m1Q1BU,YNPc_m1Q1BU,https://oliviahealth.org/wp-content/uploads/2023/04/TipsForGettingPregnantFasterInfographic_BB.png,"In this infographic, learn tips for getting pregnant faster.",https://oliviahealth.org/wp-content/uploads/2023/04/tips-for-pregnancy-v.png,Some tips for getting pregnant faster stop your birth control the sooner you stop your birth control the better hormonal birth control impacts your menstrual cycle significantly so the sooner you stop taking it the quicker it'll return to normal it can take a few months for your hormones to readjust usually it takes three months for the pill or patch but it can take up to nine months for the shot take a prenatal vitamin prenatals help to prepare your body for baby having these vitamins in your body before conceiving will give you a boost as far as your baby's development some studies show that it can lower the risk of premature birth it is also believed that they can help you get pregnant faster increase Dairy and iron intake calcium increases the ability to produce healthy eggs and iron can help with regular Cycles calcium is found in Dairy like milk and cheese iron can Aid in regulating the menstrual cycles of anemic women which is a common condition that affects many women some foods rich in iron include leafy greens beans and lean meats like chicken decrease caffeine intake too much caffeine can discourage conception it is suggested that caffeine levels be limited to 200 milligrams or less per day alcohol is another substance that can seriously impact the chances of conceiving and it should be completely cut out of the diet the same goes for nicotine get a checkup your health care provider will be able to do a complete thorough head to toe assessment on you to screen for any conditions that can impact your chances of getting pregnant some of these disorders are ovarian cysts and hormonal imbalance they will also be able to identify any fertility issues that you could be having supplement your diet or your partner's diet healthy foods will increase your fertility and Aid in growing a healthy baby it helps if your partner eats well too healthy fats are good for both eggs and sperm this includes salmon walnuts and leafy greens other foods that help to create healthy sperm are fruits veggies oysters eggs dairy and nuts these have high amounts of vitamins a b and c as well as zinc and folate sleep not getting enough sleep is not good for anything and pregnancy is no exception if you are trying to get pregnant make sure you are getting seven to eight hours of sleep per night this can also help by decreasing your stress levels which increases your chances of getting pregnant finally try not to worry stress can lower chances of getting pregnant extreme levels of stress can cause hormonal imbalance which is not good for conception you can combat this by going to meditation or workout classes venting with a friend or lowering your workload.,https://oliviahealth.org/2023/04/13/tips-for-getting-pregnant-faster-2/,quick_tips/4c78a0a8-9540-443e-bed4-ddd589a8b282-TipsForGettingPregnantFasterInfographic_BB.png
824be43d-cd6c-4207-99cc-47d307552dcd,Baby Acne,Learn about how to recognize and treat baby acne.,https://youtu.be/Lct8hg6RS8E,Lct8hg6RS8E,https://oliviahealth.org/wp-content/uploads/2023/05/Baby-Acne-infographic_NC-2-819x2048.png,"In this infographic, learn about baby acne.",https://oliviahealth.org/wp-content/uploads/2023/05/Baby-Acne-1024x574.png,Baby acne what it means and what to do about it what causes baby acne maternal hormones still in the bloodstream can stimulate the baby's oil producing glands which can lead to acne on their face neck back or chest additionally since their pores aren't developed completely they are at a higher risk for dirt to get inside they also have very sensitive skin here are a few tips to get rid of it make sure you leave the pimples alone so no picking or squeezing clean the area with warm water and Pat the skin dry gently and don't use soap for lotion a few more tips don't use adult skin products on your child use natural remedies instead such as using breast milk to dab on the area and ask your doctor for baby safe prescriptions if needed what's the difference between rashes and acne acne will look more like red pimples whereas some of these other common baby rashes have different appearances milia looks like small white bumps a heat rash is clusters of red bumps on their arms legs chest or face when it's hot outside diaper rash would be red irritated skin in the diaper area cradle cap is tiny red bumps with yellow flaky scaly skin associated with it and eczema would be dry flaky red patches that can spread to creases and turn into pimples with fluid inside them how long does baby acne last it can be from a few weeks after birth until the child is three to four months old there are no permanent scars though typically the baby acne will resolve on its own but make sure to call your doctor if the bumps appear infected which could be signs like extra redness swelling fluid leaking out of them or a fever and call your doctor if it seems like an allergic reaction is occurring too.,https://oliviahealth.org/2023/05/04/baby-acne/,quick_tips/824be43d-cd6c-4207-99cc-47d307552dcd-Baby-Acne-infographic_NC-2-819x2048.png
6009ab90-c56d-4eaf-ac33-dc67f42c2914,Breech Births,Learn important signs and symptoms of breech births.,https://youtu.be/rQ9i8MAs31k,rQ9i8MAs31k,https://oliviahealth.org/wp-content/uploads/2023/04/BreechBirthInfographic_BB_2-819x2048.png,"In this infographic, learn about breech births.",https://oliviahealth.org/wp-content/uploads/2023/04/Breech-Births.png,Preach births things to know what is a breach birth before a baby is born during the last weeks of pregnancy they will reposition to where their head will come out first during birth this is also known as a Vertex presentation a breach presentation on the other hand is when the baby's bottom or feet are positioned to come out first during birth this is not very common but it can happen different types first is a complete breach the bottom is pointing downward with legs bent and the knees and feet near the baby's bottom then there is a frank breech this is where the bottom is aimed at the birth canal with the leg sticking straight up with the feet near the head finally there's a footling breach this is where the feet are pointing downward and will be delivered first some causes of breech birth it is not fully understood but it is thought that it is more common if you have been pregnant before there are multiple babies in the pregnancy there is a history of premature delivery there is an abnormally shaped uterus or the placenta is covering the opening of the uterus how can you tell if your baby is in a breached position in the weeks leading up to the due date the provider can place their hands on the mother's belly and may be able to tell if they are in a breached position from there they can do an ultrasound or a pelvic exam to confirm can it be changed there are some methods that can be used for turning a baby from the breech position into the vertex position it is recommended that you talk to your health care provider to see what method they recommend can I still do a vaginal delivery it is [Music] during delivery which impairs the delivery of oxygen and blood so Syrian delivery is usually the recommended method foreign,https://oliviahealth.org/2023/04/18/breech-births/,quick_tips/6009ab90-c56d-4eaf-ac33-dc67f42c2914-BreechBirthInfographic_BB_2-819x2048.png
c698c5e0-db40-45bb-9391-625c949d7703,Kegel Exercises,Learn about the benefits of kegel exercises and tips to safely practice them.,https://youtu.be/3Q4JWNu8PPo,3Q4JWNu8PPo,https://oliviahealth.org/wp-content/uploads/2023/04/KegelExercisesInfographic_BB_2-1.png,"In this infographic, learn about kegel exercises.",https://oliviahealth.org/wp-content/uploads/2023/04/Kegel-Exercises.png,Kegel exercises Kegel exercises are also called pelvic floor exercises and they help to strengthen your lower abdominal muscles and your vaginal muscles these muscles support your uterus bladder intestines and bowels here are some of the benefits pregnant women who do kegels often have an easier birth kegels can help with bladder control and hemorrhoid prevention kegels help to reduce the chance of prolapse and they help to support the weight of the growing baby how to do kegel exercises first locate your pelvic floor muscles by inserting a finger into the vagina and squeezing the muscles around it once located contract for 5 to 10 seconds then relax repeat 10 to 20 times focusing only on the pelvic muscles refrain from overdoing it this may make you strain while using the bathroom you can do these exercises at any time you can do them when driving when in a waiting room when watching TV and so on you can expect results in a few weeks to a few months if you are doing them regularly don't be afraid to ask your provider for help if you're having trouble.,https://oliviahealth.org/2023/04/13/kegel-exercises/,quick_tips/c698c5e0-db40-45bb-9391-625c949d7703-KegelExercisesInfographic_BB_2-1.png
